scorer,,,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah
bodyparts,,,LFL,LFL,RFL,RFL,N,N,CH,CH,B,B
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,3,frame0_0.jpg,11.10745133229537,69.42544220099927,33.63376822888549,68.95614393232032,112.00657909827191,18.74122918367153,92.76535008243454,35.63596685611411,60.383769543586254,207.8684314612927
labeled-data,3,frame0_1.jpg,7.353065182863702,42.67544088629852,28.94078554209588,49.71491491648294,135.47149253221994,16.394737840276726,111.53728082959296,25.311404945176978,56.62938339415456,207.8684314612927
labeled-data,3,frame0_2.jpg,93.70394661979245,20.61842225838737,55.69078685679665,23.903510139140092,,,,,56.62938339415456,203.64474704318204
labeled-data,3,frame100_0.jpg,6.883766914184719,49.24561664780397,35.510961303601334,47.36842357308812,127.49342196467762,22.964913601782175,110.1293860235561,26.250001482534902,57.09868166283351,209.74562453600853
labeled-data,3,frame100_2.jpg,19.085521899837715,68.01754739496239,41.61183879642783,58.63158202138318,70.23903318584442,15.456141302918802,56.62938339415456,29.06579109460866,35.510961303601334,180.64913187791296
labeled-data,3,frame120_0.jpg,172.54605575785786,43.61403742365644,160.34430077220486,41.26754608026164,70.70833145452337,22.964913601782175,82.91008644017637,30.004387631966583,127.9627202333566,214.9079054914771
labeled-data,3,frame120_1.jpg,11.576749600974324,56.75438894666733,28.471487273416926,53.938599334593576,128.90131677071452,24.372808407819054,110.1293860235561,30.004387631966583,62.73026088698106,205.99123838657684
labeled-data,3,frame120_3.jpg,,,,,60.383769543586254,18.271930914992566,,,,
labeled-data,3,frame140_0.jpg,176.76974017596848,41.73684434894061,157.99780942881006,37.98245819950891,76.80920894734987,23.434211870461137,85.25657778357117,32.35087897536138,122.80043927788802,205.05264184921893
labeled-data,3,frame140_1.jpg,16.26973228776393,43.61403742365644,24.71710112398523,41.73684434894061,124.20833408392491,15.456141302918802,107.31359641148231,24.372808407819054,58.97587473754936,206.92983492393475
labeled-data,3,frame160_0.jpg,22.370609780590428,52.5307045285567,29.410083810774836,51.12280972251982,122.33114100920903,24.842106676498016,105.43640333676646,33.758773781398276,64.6074539616969,212.5614141480823
labeled-data,3,frame160_1.jpg,169.26096787710514,41.26754608026164,145.79605444315712,37.98245819950891,68.83113837980753,30.004387631966583,81.03289336546052,36.57456339347203,125.14693062128282,226.6403622084511
labeled-data,3,frame160_2.jpg,51.467102438686,25.311404945176978,35.04166303492238,26.719299751213857,,,,,32.22587342284859,205.52194011789788
labeled-data,3,frame180_0.jpg,188.97149516162148,66.14035432024656,182.40131940011605,59.100880290062136,74.46271760395507,24.372808407819054,92.29605181375558,30.942984169324507,137.34868560693582,234.14913450731447
labeled-data,3,frame180_1.jpg,12.046047869653307,38.921054736866836,21.432013243232518,43.61403742365644,117.63815832241943,19.67982572102945,101.6820171873348,26.719299751213857,62.2609626183021,222.8859760590194
labeled-data,3,frame180_2.jpg,,,,,,,,,5.475872108147854,208.33772972997164
labeled-data,3,frame200_0.jpg,188.97149516162148,41.26754608026164,196.48026746048487,46.89912530440917,76.80920894734987,22.495615333103213,93.23464835111349,29.06579109460866,138.7565804129727,238.37281892542512
labeled-data,3,frame200_1.jpg,20.024118437195625,49.24561664780397,15.33113575040602,58.63158202138318,116.69956178506152,22.964913601782175,98.86622757526104,30.473685900645545,63.19955915566001,210.68422107336644
labeled-data,3,frame200_2.jpg,19.085521899837715,19.210527452350487,,,,,,,7.822363451542657,212.5614141480823
labeled-data,3,frame20_0.jpg,10.638153063616414,45.960528767051244,30.348680348132774,50.65351145384085,133.59429945750412,16.864036108955684,112.94517563562985,26.719299751213857,56.62938339415456,211.1535193420454
labeled-data,3,frame20_1.jpg,22.370609780590428,66.60965258892551,39.734645721711985,66.60965258892551,110.59868429223505,19.210527452350487,91.82675354507663,34.697370318756185,60.383769543586254,211.1535193420454
labeled-data,3,frame20_2.jpg,141.57237002504644,39.85965127422476,125.6162288899618,30.473685900645545,57.09868166283351,17.802632646313608,67.42324357377066,22.964913601782175,86.66447258960804,210.68422107336644
labeled-data,3,frame220_0.jpg,193.66447784841108,39.85965127422476,195.5416709231269,54.407897603272545,77.27850721602883,24.842106676498016,95.11184142582934,31.881580706682424,147.67324751787294,242.12720507485682
labeled-data,3,frame220_1.jpg,20.49341670587458,45.02193222969332,15.33113575040602,59.570178558741105,111.067982560914,16.864036108955684,96.05043796318725,28.127194557250743,58.03727820019145,220.07018644694566
labeled-data,3,frame220_2.jpg,16.26973228776393,26.719299751213857,,,44.896926677180545,21.08772052706633,,,,
labeled-data,3,frame240_0.jpg,187.56360035558458,48.30702011044605,202.11184668463238,40.798247811582684,80.56359509678157,24.842106676498016,96.05043796318725,30.004387631966583,154.24342327937836,234.14913450731447
labeled-data,3,frame240_1.jpg,16.739030556442913,48.776318379125016,15.33113575040602,56.75438894666733,102.15131545601375,18.271930914992566,89.94956047036078,27.18859801989282,55.221488588117694,220.5394847156246
labeled-data,3,frame240_2.jpg,84.78727951489219,29.06579109460866,32.22587342284859,32.35087897536138,,,,,53.8135937820808,229.45615182052487
labeled-data,3,frame260_0.jpg,176.30044190728955,48.776318379125016,196.48026746048487,45.49123049837229,77.27850721602883,23.903510139140092,93.23464835111349,31.881580706682424,151.89693193598356,236.96492411938823
labeled-data,3,frame260_1.jpg,25.65569766134317,25.311404945176978,7.353065182863702,37.98245819950891,98.86622757526104,17.333334377634646,83.84868297753428,26.719299751213857,21.901311511911473,229.92545008920382
labeled-data,3,frame260_2.jpg,14.861837481727065,50.65351145384085,15.800434019084975,59.100880290062136,105.43640333676646,21.08772052706633,86.66447258960804,29.53508936328762,60.383769543586254,224.76316913373526
labeled-data,3,frame280_0.jpg,51.467102438686,30.473685900645545,7.353065182863702,29.53508936328762,98.86622757526104,19.67982572102945,83.84868297753428,27.18859801989282,41.61183879642783,214.9079054914771
labeled-data,3,frame280_1.jpg,176.76974017596848,45.49123049837229,193.66447784841108,45.960528767051244,77.27850721602883,21.08772052706633,91.35745527639764,28.596492825929705,150.48903712994672,251.98246871711498
labeled-data,3,frame280_2.jpg,21.432013243232518,44.552633961014365,17.208328825121868,51.59210799119877,97.45833276922414,20.61842225838737,85.25657778357117,25.78070321385594,50.99780417000704,206.92983492393475
labeled-data,3,frame300_0.jpg,169.73026614578407,47.36842357308812,184.27851247483187,45.49123049837229,73.52412106659716,19.210527452350487,94.17324488847143,28.596492825929705,151.89693193598356,225.7017656710932
labeled-data,3,frame300_1.jpg,65.54605049905481,29.06579109460866,21.901311511911473,31.881580706682424,,,,,43.958330139822635,214.43860722279814
labeled-data,3,frame300_2.jpg,18.61622363115876,47.36842357308812,15.33113575040602,55.346494140630455,,,82.91008644017637,22.964913601782175,53.344295513401846,209.27632626732955
labeled-data,3,frame320_0.jpg,167.38377480238927,44.552633961014365,184.74781074351085,43.61403742365644,75.40131414131298,17.802632646313608,89.94956047036078,25.78070321385594,149.08114232390983,242.12720507485682
